Provinsi,Judul,Harga,Lokasi_Detail,Link
DKI Jakarta,Vivo Y19s GT 5G ram 8gb+8gb/128gb baru garansi resmi harga promo,2125000,DKI Jakarta,https://www.olx.co.id/item/vivo-y19s-gt-5g-ram-8gb8gb128gb-baru-garansi-resmi-harga-promo-iid-927688061
DKI Jakarta,iPhone 15 Pro 256GB (dual sim),14100000,DKI Jakarta,https://www.olx.co.id/item/iphone-15-pro-256gb-dual-sim-iid-941932524
DKI Jakarta,Xiomi note 5 ram 3/32gb,400000,DKI Jakarta,https://www.olx.co.id/item/xiomi-note-5-ram-332gb-iid-942163377
DKI Jakarta,Huawei XT ultimate lipet 3 ram 16 / 1Tb,46000000,DKI Jakarta,https://www.olx.co.id/item/huawei-xt-ultimate-lipet-3-ram-16-1tb-iid-941586025
DKI Jakarta,Xiaomi note 8 4/64,500000,DKI Jakarta,https://www.olx.co.id/item/xiaomi-note-8-464-iid-942163345
DKI Jakarta,iPhone 12 Pro Max 128gb iBox Fullset ori free adapter,7950000,DKI Jakarta,https://www.olx.co.id/item/iphone-12-pro-max-128gb-ibox-fullset-ori-free-adapter-iid-942163335
DKI Jakarta,Iphone 15 ex inter 128,8500000,DKI Jakarta,https://www.olx.co.id/item/iphone-15-ex-inter-128-iid-942163329
DKI Jakarta,Samsung Z Flip 3 Ex Inter Ram 8/256,1600000,DKI Jakarta,https://www.olx.co.id/item/samsung-z-flip-3-ex-inter-ram-8256-iid-942163323
DKI Jakarta,OPPO Find X8 Black 512Gb BNIB (Masih Segel),11850000,DKI Jakarta,https://www.olx.co.id/item/oppo-find-x8-black-512gb-bnib-masih-segel-iid-941785157
DKI Jakarta,Realme 12+ 5G for sale,2000000,DKI Jakarta,https://www.olx.co.id/item/realme-12-5g-for-sale-iid-942163322
DKI Jakarta,Redmi note 12 pro 8/256,1800000,DKI Jakarta,https://www.olx.co.id/item/redmi-note-12-pro-8256-iid-942163308
DKI Jakarta,Dijual iphone xr 128 inter lengkap all operator,2800000,DKI Jakarta,https://www.olx.co.id/item/dijual-iphone-xr-128-inter-lengkap-all-operator-iid-941173501
DKI Jakarta,iPhone 13 Pro Max 128 GB Green FullSet no minus no kendala + bonus,8000000,DKI Jakarta,https://www.olx.co.id/item/iphone-13-pro-max-128-gb-green-fullset-no-minus-no-kendala-bonus-iid-929920842
DKI Jakarta,Oppo A57 Ram 4/128 GB,850000,DKI Jakarta,https://www.olx.co.id/item/oppo-a57-ram-4128-gb-iid-942163264
DKI Jakarta,Dijual Tecno 5 pro 8/258 lengkap,1700000,DKI Jakarta,https://www.olx.co.id/item/dijual-tecno-5-pro-8258-lengkap-iid-942163246
DKI Jakarta,SAMSUNG A56 5G 8/256 NEW SEGEL RESMI,5250000,DKI Jakarta,https://www.olx.co.id/item/samsung-a56-5g-8256-new-segel-resmi-iid-942163238
DKI Jakarta,Vivo ram 4/32gb,500000,DKI Jakarta,https://www.olx.co.id/item/vivo-ram-432gb-iid-942163140
DKI Jakarta,"Samsung S25 Edge 200mp 256gb, Garansi Panjang + 7 Case",10499000,DKI Jakarta,https://www.olx.co.id/item/samsung-s25-edge-200mp-256gb-garansi-panjang-7-case-iid-941977349
DKI Jakarta,Realme C75x Ram 8gb+16gb/128gb NFC Baru Garansi Resmi Harga Promo,1985000,DKI Jakarta,https://www.olx.co.id/item/realme-c75x-ram-8gb16gb128gb-nfc-baru-garansi-resmi-harga-promo-iid-932186348
DKI Jakarta,Tecno Spark Go 2 ram 4gb+4gb/64gb baru garansi resmi harga Promo,1185000,DKI Jakarta,https://www.olx.co.id/item/tecno-spark-go-2-ram-4gb4gb64gb-baru-garansi-resmi-harga-promo-iid-927688199
DKI Jakarta,Xiaomi Poco X7 ram 8gb+8gb/256gb baru garansi resmi harga Promo,3425000,DKI Jakarta,https://www.olx.co.id/item/xiaomi-poco-x7-ram-8gb8gb256gb-baru-garansi-resmi-harga-promo-iid-931892410
DKI Jakarta,Jual Oppo f7 ram.4/64,400000,DKI Jakarta,https://www.olx.co.id/item/jual-oppo-f7-ram464-iid-942163133
DKI Jakarta,Redmi 13C 16/256,950000,DKI Jakarta,https://www.olx.co.id/item/redmi-13c-16256-iid-942163126
DKI Jakarta,IPhone 17 Pro Max 512GB Silver New Segel Box Garansi Resmi Indonesia,31499000,DKI Jakarta,https://www.olx.co.id/item/iphone-17-pro-max-512gb-silver-new-segel-box-garansi-resmi-indonesia-iid-942163115
DKI Jakarta,Edisi kalah sama kebutuhan realme c75 x ram 8/128 full set Ampe nota,1850000,DKI Jakarta,https://www.olx.co.id/item/edisi-kalah-sama-kebutuhan-realme-c75-x-ram-8128-full-set-ampe-nota-iid-942163101
DKI Jakarta,iphone 7 32 harus dibypass,800000,DKI Jakarta,https://www.olx.co.id/item/iphone-7-32-harus-dibypass-iid-942163098
DKI Jakarta,POCO C85 NFC 6/128 MULUS LIKE NEW,1550000,DKI Jakarta,https://www.olx.co.id/item/poco-c85-nfc-6128-mulus-like-new-iid-942163043
DKI Jakarta,Oppo Reno12 5g 12/256,4800000,DKI Jakarta,https://www.olx.co.id/item/oppo-reno12-5g-12256-iid-942163015
DKI Jakarta,Samsung Galaxy A14,400000,DKI Jakarta,https://www.olx.co.id/item/samsung-galaxy-a14-iid-942047077
DKI Jakarta,Infinix hot 60 pro,2150000,DKI Jakarta,https://www.olx.co.id/item/infinix-hot-60-pro-iid-942163011
DKI Jakarta,IPHONE 17 PRO MAX 256GB IBOX,23700000,DKI Jakarta,https://www.olx.co.id/item/iphone-17-pro-max-256gb-ibox-iid-942162991
DKI Jakarta,IPHONE 15 PRO 256GB IBOX,13900000,DKI Jakarta,https://www.olx.co.id/item/iphone-15-pro-256gb-ibox-iid-942162987
DKI Jakarta,IPHONE 16 128GB IBOX BARU 2 BULAN,12800000,DKI Jakarta,https://www.olx.co.id/item/iphone-16-128gb-ibox-baru-2-bulan-iid-942162980
DKI Jakarta,iPhone 12 INTER 128GB ALL OPERATOR,4150000,DKI Jakarta,https://www.olx.co.id/item/iphone-12-inter-128gb-all-operator-iid-942162975
DKI Jakarta,16 Kami beli iphone 17 smua tipe 15 pro jg pro max ibox inter,18000000,DKI Jakarta,https://www.olx.co.id/item/16-kami-beli-iphone-17-smua-tipe-15-pro-jg-pro-max-ibox-inter-iid-916715866
DKI Jakarta,Iphone 12 pro 128 256 ex ibox,7099999,DKI Jakarta,https://www.olx.co.id/item/iphone-12-pro-128-256-ex-ibox-iid-940512067
DKI Jakarta,Beli iphone 16 serie pro max seken baru berikut tipe lain iphone y gas,17000000,DKI Jakarta,https://www.olx.co.id/item/beli-iphone-16-serie-pro-max-seken-baru-berikut-tipe-lain-iphone-y-gas-iid-899705821
DKI Jakarta,Samsung A56 ram 12gb/256gb baru garansi resmi harga Promo,5625000,DKI Jakarta,https://www.olx.co.id/item/samsung-a56-ram-12gb256gb-baru-garansi-resmi-harga-promo-iid-932822806
DKI Jakarta,IPHONE 15 PRO 128GB IBOX,12500000,DKI Jakarta,https://www.olx.co.id/item/iphone-15-pro-128gb-ibox-iid-942162971
DKI Jakarta,IPHONE 14 PRO MAX 256GB IBOX,11000000,DKI Jakarta,https://www.olx.co.id/item/iphone-14-pro-max-256gb-ibox-iid-942162961
DKI Jakarta,IPHONE 16E 128GB IBOX BARU 3 MINGGU,9500000,DKI Jakarta,https://www.olx.co.id/item/iphone-16e-128gb-ibox-baru-3-minggu-iid-942162954
DKI Jakarta,IPHONE 13 256GB EX IBOX,8500000,DKI Jakarta,https://www.olx.co.id/item/iphone-13-256gb-ex-ibox-iid-942162951
DKI Jakarta,IPHONE 14 PRO MAX 256GB EX INTER,9200000,DKI Jakarta,https://www.olx.co.id/item/iphone-14-pro-max-256gb-ex-inter-iid-942162945
DKI Jakarta,IPHONE 12 128GB BEACUKAI / IBOX,4900000,DKI Jakarta,https://www.olx.co.id/item/iphone-12-128gb-beacukai-ibox-iid-942162935
DKI Jakarta,IPHONE 12 PRO 128GB EX INTER,4200000,DKI Jakarta,https://www.olx.co.id/item/iphone-12-pro-128gb-ex-inter-iid-942162922
DKI Jakarta,Oppo A5s ram 3/32 jaringan 4g,550000,DKI Jakarta,https://www.olx.co.id/item/oppo-a5s-ram-332-jaringan-4g-iid-942162920
DKI Jakarta,Infinix hot 60 pro,2150000,DKI Jakarta,https://www.olx.co.id/item/infinix-hot-60-pro-iid-942162913
DKI Jakarta,Samsung j2 pro ram 2/16 jaringan 4g,250000,DKI Jakarta,https://www.olx.co.id/item/samsung-j2-pro-ram-216-jaringan-4g-iid-942162905
DKI Jakarta,iPhone 7 Gold 64Gb,400000,DKI Jakarta,https://www.olx.co.id/item/iphone-7-gold-64gb-iid-942162898
DKI Jakarta,iPhone 11 Black 128Gb,700000,DKI Jakarta,https://www.olx.co.id/item/iphone-11-black-128gb-iid-942162864
DKI Jakarta,Samsung S24 8/256GB RESMI,7800000,DKI Jakarta,https://www.olx.co.id/item/samsung-s24-8256gb-resmi-iid-942162853
DKI Jakarta,IPHONE 16 PRO SECOND,15500000,DKI Jakarta,https://www.olx.co.id/item/iphone-16-pro-second-iid-941549695
DKI Jakarta,Vivo Y29 ram 8gb+8gb/256gb NFC baru garansi resmi bat 6500mah Promo,2599000,DKI Jakarta,https://www.olx.co.id/item/vivo-y29-ram-8gb8gb256gb-nfc-baru-garansi-resmi-bat-6500mah-promo-iid-931993399
DKI Jakarta,Vivo V60 lite 5G ram 8gb+8gb/256gb baru garansi resmi harga Promo,4499000,DKI Jakarta,https://www.olx.co.id/item/vivo-v60-lite-5g-ram-8gb8gb256gb-baru-garansi-resmi-harga-promo-iid-939629165
DKI Jakarta,16 kami beli smua iphone 17 pro max siap cod ya ibox inter plus 14,17000000,DKI Jakarta,https://www.olx.co.id/item/16-kami-beli-smua-iphone-17-pro-max-siap-cod-ya-ibox-inter-plus-14-iid-861047728
DKI Jakarta,oppo find n5 putih,18000000,DKI Jakarta,https://www.olx.co.id/item/oppo-find-n5-putih-iid-942162826
DKI Jakarta,Dijual second iPhone 6 16gb,300000,DKI Jakarta,https://www.olx.co.id/item/dijual-second-iphone-6-16gb-iid-942162824
DKI Jakarta,Pemakaian baru 1 bulan fulset sudah pakai anti gores layar dan kamera,8900000,DKI Jakarta,https://www.olx.co.id/item/pemakaian-baru-1-bulan-fulset-sudah-pakai-anti-gores-layar-dan-kamera-iid-942162811
DKI Jakarta,Hp samsung J6 3/32GB,350000,DKI Jakarta,https://www.olx.co.id/item/hp-samsung-j6-332gb-iid-942162799
DKI Jakarta,Samsung J7 2016 SM-C710F/DS,125000,DKI Jakarta,https://www.olx.co.id/item/samsung-j7-2016-sm-c710fds-iid-941218717
DKI Jakarta,iPhone 6s Plus 32gb IBOX (PA/A) TT/BT,950000,DKI Jakarta,https://www.olx.co.id/item/iphone-6s-plus-32gb-ibox-paa-ttbt-iid-942162775
DKI Jakarta,BH100 iphone 15 pro max 256 ibox blue CC1 ip 15 pro / 15 pm / promax,15900000,DKI Jakarta,https://www.olx.co.id/item/bh100-iphone-15-pro-max-256-ibox-blue-cc1-ip-15-pro-15-pm-promax-iid-942162763
DKI Jakarta,Vivo y12 ram 3/32 dijual cepat,400000,DKI Jakarta,https://www.olx.co.id/item/vivo-y12-ram-332-dijual-cepat-iid-942162740
DKI Jakarta,iPhone 15 Pro Max 256GB Titanium,16000000,DKI Jakarta,https://www.olx.co.id/item/iphone-15-pro-max-256gb-titanium-iid-942162692
DKI Jakarta,Iphone 15 pro 256 garansi resmi,14500000,DKI Jakarta,https://www.olx.co.id/item/iphone-15-pro-256-garansi-resmi-iid-942162682
DKI Jakarta,DI JUAL POCO M4 PRO FULLSET,1400000,DKI Jakarta,https://www.olx.co.id/item/di-jual-poco-m4-pro-fullset-iid-942162675
DKI Jakarta,iPhone 13 128 inter dan ibox,5500000,DKI Jakarta,https://www.olx.co.id/item/iphone-13-128-inter-dan-ibox-iid-942162632
DKI Jakarta,IPHONE 13 PRO 256 GB KONDISI MULUS WIFI ONLY,5900000,DKI Jakarta,https://www.olx.co.id/item/iphone-13-pro-256-gb-kondisi-mulus-wifi-only-iid-942162631
DKI Jakarta,Realme C71 NFC ram 6gb+12gb/128gb baru garansi resmi bat 6300mah,1780000,DKI Jakarta,https://www.olx.co.id/item/realme-c71-nfc-ram-6gb12gb128gb-baru-garansi-resmi-bat-6300mah-iid-936210827
DKI Jakarta,Vivo V40 Lite 4G ram 8gb+8gb/256gb baru garansi resmi harga promo,2780000,DKI Jakarta,https://www.olx.co.id/item/vivo-v40-lite-4g-ram-8gb8gb256gb-baru-garansi-resmi-harga-promo-iid-926564508
DKI Jakarta,Cari Samsung s25 ultra fold 6 cod langsung s24 flip 7,17000000,DKI Jakarta,https://www.olx.co.id/item/cari-samsung-s25-ultra-fold-6-cod-langsung-s24-flip-7-iid-917921018
DKI Jakarta,IPHONE 12 PRO 128GB ALLOPERATOR,5699990,DKI Jakarta,https://www.olx.co.id/item/iphone-12-pro-128gb-alloperator-iid-890836755
DKI Jakarta,(iBox) iPhone 14 128GB iBox Starlight Murah Fullset Nota,6500000,DKI Jakarta,https://www.olx.co.id/item/ibox-iphone-14-128gb-ibox-starlight-murah-fullset-nota-iid-942162626
DKI Jakarta,(iBox) iPhone 14 Pro 256GB iBox Space Black Fullset Original Like New,9800000,DKI Jakarta,https://www.olx.co.id/item/ibox-iphone-14-pro-256gb-ibox-space-black-fullset-original-like-new-iid-942162609
DKI Jakarta,Samsung A56 5G 8/256,5400000,DKI Jakarta,https://www.olx.co.id/item/samsung-a56-5g-8256-iid-942162599
DKI Jakarta,Handphone realme C11,100000,DKI Jakarta,https://www.olx.co.id/item/handphone-realme-c11-iid-942162594
DKI Jakarta,Samsung s21 fe 8/256 HP only minus,2000000,DKI Jakarta,https://www.olx.co.id/item/samsung-s21-fe-8256-hp-only-minus-iid-942162587
DKI Jakarta,Xiaomi MI13 custom edition 12/512 Bea cukai,6300000,DKI Jakarta,https://www.olx.co.id/item/xiaomi-mi13-custom-edition-12512-bea-cukai-iid-942162571
DKI Jakarta,Samsung a25 5g 8/128 HP only,2000000,DKI Jakarta,https://www.olx.co.id/item/samsung-a25-5g-8128-hp-only-iid-942162556
DKI Jakarta,Xiomi note 5 ram 3/32gb,375000,DKI Jakarta,https://www.olx.co.id/item/xiomi-note-5-ram-332gb-iid-942162542
DKI Jakarta,iPhone Xr sampai 17 ProMax,2899000,DKI Jakarta,https://www.olx.co.id/item/iphone-xr-sampai-17-promax-iid-942162497
DKI Jakarta,iPhone 12 128GB INTER ALL OPERATOR,4150000,DKI Jakarta,https://www.olx.co.id/item/iphone-12-128gb-inter-all-operator-iid-942162443
DKI Jakarta,Samsung galaxy j7 prime,250000,DKI Jakarta,https://www.olx.co.id/item/samsung-galaxy-j7-prime-iid-942162427
DKI Jakarta,Hp Oppo Reno 14F 8/256,5200000,DKI Jakarta,https://www.olx.co.id/item/hp-oppo-reno-14f-8256-iid-942162386
DKI Jakarta,Oppo F7 Ram4/64Gb Minusan,200000,DKI Jakarta,https://www.olx.co.id/item/oppo-f7-ram464gb-minusan-iid-942162359
DKI Jakarta,Iphone XR 128Gb fullset alloprator,3499000,DKI Jakarta,https://www.olx.co.id/item/iphone-xr-128gb-fullset-alloprator-iid-886658574
DKI Jakarta,Xiaomi Poco M7 NFC ram 8gb+8gb/256gb baru garansi resmi batere 7000mah,2135000,DKI Jakarta,https://www.olx.co.id/item/xiaomi-poco-m7-nfc-ram-8gb8gb256gb-baru-garansi-resmi-batere-7000mah-iid-940912925
DKI Jakarta,17 Beli cpt. iphone 16 pro max 15 iBox inter cod yukk,18000000,DKI Jakarta,https://www.olx.co.id/item/17-beli-cpt-iphone-16-pro-max-15-ibox-inter-cod-yukk-iid-863015564
DKI Jakarta,samsung z fold 6 z flip 6 kita beli dan cari baru seken boleh tawarin,13000000,DKI Jakarta,https://www.olx.co.id/item/samsung-z-fold-6-z-flip-6-kita-beli-dan-cari-baru-seken-boleh-tawarin-iid-923950298
DKI Jakarta,Infinix zero 5g 2023 8/256 Gb ..,1500000,DKI Jakarta,https://www.olx.co.id/item/infinix-zero-5g-2023-8256-gb--iid-942162313
DKI Jakarta,"Samsung Galaxy S22 5G 8/128GB SEIN NO MINUS, Siap Pakai",4100000,DKI Jakarta,https://www.olx.co.id/item/samsung-galaxy-s22-5g-8128gb-sein-no-minus-siap-pakai-iid-942162311
DKI Jakarta,Iphone 16 pro max 256gb resmi ibox natural titanium,17900000,DKI Jakarta,https://www.olx.co.id/item/iphone-16-pro-max-256gb-resmi-ibox-natural-titanium-iid-942162290
DKI Jakarta,Redmi 13c RAM 8 MEMORI 256 SUDAH NFC fullset original bawaan semua,1200000,DKI Jakarta,https://www.olx.co.id/item/redmi-13c-ram-8-memori-256-sudah-nfc-fullset-original-bawaan-semua-iid-942162265
DKI Jakarta,Oppo a17 4+1 /64gb,750000,DKI Jakarta,https://www.olx.co.id/item/oppo-a17-41-64gb-iid-942162221
DKI Jakarta,Sharp Sense 9 8/256 GB,4200000,DKI Jakarta,https://www.olx.co.id/item/sharp-sense-9-8256-gb-iid-942162163
DKI Jakarta,Samsung S22 Plus 8/128 light saber,2700000,DKI Jakarta,https://www.olx.co.id/item/samsung-s22-plus-8128-light-saber-iid-942162162
DKI Jakarta,Iphone 11 pro 64 gb sinyal all operator bh 90+,4000000,DKI Jakarta,https://www.olx.co.id/item/iphone-11-pro-64-gb-sinyal-all-operator-bh-90-iid-942162123
DKI Jakarta,Redmi A1 Black - 3 / 32 Gb - Fullset - NO MINUS,650000,DKI Jakarta,https://www.olx.co.id/item/redmi-a1-black-3-32-gb-fullset-no-minus-iid-939514949
DKI Jakarta,Samsung Note 8 Kondisi Minus Kapasitas 64Gb,600000,DKI Jakarta,https://www.olx.co.id/item/samsung-note-8-kondisi-minus-kapasitas-64gb-iid-941230524
DKI Jakarta,Samsung a12 ram 6/128,725000,DKI Jakarta,https://www.olx.co.id/item/samsung-a12-ram-6128-iid-942100313
DKI Jakarta,Xiaomi 14 12/256,7600000,DKI Jakarta,https://www.olx.co.id/item/xiaomi-14-12256-iid-942162074
DKI Jakarta,Redmi 9c Orange 4/64GB,850000,DKI Jakarta,https://www.olx.co.id/item/redmi-9c-orange-464gb-iid-942162051
DKI Jakarta,Xiaomi 15T Leica 12/512GB. NO-repack. ada Paket SmartBAND-10 (BUKAN-9),7297000,DKI Jakarta,https://www.olx.co.id/item/xiaomi-15t-leica-12512gb-no-repack-ada-paket-smartband-10-bukan-9-iid-939569038
DKI Jakarta,beli iphone 17 series all tipe apa aja promax baru seken infoin gas yu,24000000,DKI Jakarta,https://www.olx.co.id/item/beli-iphone-17-series-all-tipe-apa-aja-promax-baru-seken-infoin-gas-yu-iid-920479359
DKI Jakarta,Iphone xr 64gb/128gb all operator,2999990,DKI Jakarta,https://www.olx.co.id/item/iphone-xr-64gb128gb-all-operator-iid-891612441
DKI Jakarta,Di cari beli samsung s25ultra s24 baru seken berikut tipe lain samsung,15000000,DKI Jakarta,https://www.olx.co.id/item/di-cari-beli-samsung-s25ultra-s24-baru-seken-berikut-tipe-lain-samsung-iid-924421168
DKI Jakarta,Huawei Nova 3i 4/128,300000,DKI Jakarta,https://www.olx.co.id/item/huawei-nova-3i-4128-iid-941262472
DKI Jakarta,Iphone 13 blue 128gb,5250000,DKI Jakarta,https://www.olx.co.id/item/iphone-13-blue-128gb-iid-942162006
DKI Jakarta,Xiaomi Redmi 7 lumayan bagus,530000,DKI Jakarta,https://www.olx.co.id/item/xiaomi-redmi-7-lumayan-bagus-iid-942161977
DKI Jakarta,Infinix note 12 8+5/256 normal.,1300000,DKI Jakarta,https://www.olx.co.id/item/infinix-note-12-85256-normal-iid-942161911
DKI Jakarta,Samsung flip 3 garis,1200000,DKI Jakarta,https://www.olx.co.id/item/samsung-flip-3-garis-iid-942161856
DKI Jakarta,Oppo Reno 5 4g 8/128 ori,900000,DKI Jakarta,https://www.olx.co.id/item/oppo-reno-5-4g-8128-ori-iid-942161807
DKI Jakarta,iPhone 13 inter 128GB,5150000,DKI Jakarta,https://www.olx.co.id/item/iphone-13-inter-128gb-iid-941638617
DKI Jakarta,Iphone 11 128 gb ex inter,3300000,DKI Jakarta,https://www.olx.co.id/item/iphone-11-128-gb-ex-inter-iid-942161755
DKI Jakarta,INFINIX SMART 8 PRO,1200000,DKI Jakarta,https://www.olx.co.id/item/infinix-smart-8-pro-iid-942161735
DKI Jakarta,IPhone 11 128GB All operator,3550000,DKI Jakarta,https://www.olx.co.id/item/iphone-11-128gb-all-operator-iid-942161731
DKI Jakarta,Redmi 8A memori 2/32 warna hitam,600000,DKI Jakarta,https://www.olx.co.id/item/redmi-8a-memori-232-warna-hitam-iid-942161730
DKI Jakarta,iPhone 15 Pro Max 256gb iBox Blue Fullset Mulus,15500000,DKI Jakarta,https://www.olx.co.id/item/iphone-15-pro-max-256gb-ibox-blue-fullset-mulus-iid-942161719
DKI Jakarta,Iphone 12 pro max 256gb,8000000,DKI Jakarta,https://www.olx.co.id/item/iphone-12-pro-max-256gb-iid-942161682
DKI Jakarta,Dijual Iphone 11 Promax 512 GB,7700000,DKI Jakarta,https://www.olx.co.id/item/dijual-iphone-11-promax-512-gb-iid-941905776
DKI Jakarta,16 Beli iphone 14 15 pro max mini inter iBox siap cod 17,17500000,DKI Jakarta,https://www.olx.co.id/item/16-beli-iphone-14-15-pro-max-mini-inter-ibox-siap-cod-17-iid-927668978
DKI Jakarta,7 Dibeli fold 6 flip s25 ultra juga s24 smua tipe samsung,16000000,DKI Jakarta,https://www.olx.co.id/item/7-dibeli-fold-6-flip-s25-ultra-juga-s24-smua-tipe-samsung-iid-933376824
DKI Jakarta,Jual samsung Z fold5 512GB mulus,7250000,DKI Jakarta,https://www.olx.co.id/item/jual-samsung-z-fold5-512gb-mulus-iid-941715846
DKI Jakarta,IPhone Xs Max 64GB All operator,2550000,DKI Jakarta,https://www.olx.co.id/item/iphone-xs-max-64gb-all-operator-iid-942161669
DKI Jakarta,Samsung galaxy s7 edge,300000,DKI Jakarta,https://www.olx.co.id/item/samsung-galaxy-s7-edge-iid-942161623
DKI Jakarta,Ip13pro 128 wifi only,4500000,DKI Jakarta,https://www.olx.co.id/item/ip13pro-128-wifi-only-iid-942161602
